,Id,Nome,EsportePai
565,565,Swimming Men's 200 metres Freestyle,Swimming
566,566,Swimming Men's 200 metres Individual Medley,Swimming
567,567,Swimming Men's 200 metres Obstacle Course,Swimming
568,568,Swimming Men's 200 metres Team Swimming,Swimming
569,569,Swimming Men's 220 yard Freestyle,Swimming
570,570,Swimming Men's 4 x 100 metres Freestyle Relay,Swimming
571,571,Swimming Men's 4 x 100 metres Medley Relay,Swimming
572,572,Swimming Men's 4 x 200 metres Freestyle Relay,Swimming
573,573,Swimming Men's 4 x 250 metres Freestyle Relay,Swimming
574,574,Swimming Men's 4 x 50 Yard Freestyle Relay,Swimming
575,575,"Swimming Men's 4,000 metres Freestyle",Swimming
576,576,Swimming Men's 400 metres Breaststroke,Swimming
577,577,Swimming Men's 400 metres Freestyle,Swimming
578,578,Swimming Men's 400 metres Individual Medley,Swimming
579,579,Swimming Men's 440 Yard Breaststroke,Swimming
580,580,Swimming Men's 440 yard Freestyle,Swimming
581,581,Swimming Men's 50 metres Freestyle,Swimming
582,582,Swimming Men's 50 yard Freestyle,Swimming
583,583,Swimming Men's 500 metres Freestyle,Swimming
584,584,Swimming Men's 880 yard Freestyle,Swimming
585,585,Swimming Men's One Mile Freestyle,Swimming
586,586,Swimming Men's Plunge For Distance,Swimming
587,587,Swimming Men's Underwater Swimming,Swimming
588,588,Swimming Women's 10 kilometres Open Water,Swimming
589,589,Swimming Women's 100 metres Backstroke,Swimming
590,590,Swimming Women's 100 metres Breaststroke,Swimming
591,591,Swimming Women's 100 metres Butterfly,Swimming
592,592,Swimming Women's 100 metres Freestyle,Swimming
593,593,Swimming Women's 200 metres Backstroke,Swimming
594,594,Swimming Women's 200 metres Breaststroke,Swimming
595,595,Swimming Women's 200 metres Butterfly,Swimming
596,596,Swimming Women's 200 metres Freestyle,Swimming
597,597,Swimming Women's 200 metres Individual Medley,Swimming
598,598,Swimming Women's 300 metres Freestyle,Swimming
599,599,Swimming Women's 4 x 100 metres Freestyle Relay,Swimming
600,600,Swimming Women's 4 x 100 metres Medley Relay,Swimming
601,601,Swimming Women's 4 x 200 metres Freestyle Relay,Swimming
602,602,Swimming Women's 400 metres Freestyle,Swimming
603,603,Swimming Women's 400 metres Individual Medley,Swimming
604,604,Swimming Women's 50 metres Freestyle,Swimming
605,605,Swimming Women's 800 metres Freestyle,Swimming
606,606,Synchronized Swimming,-
607,607,Synchronized Swimming Women's Duet,Synchronized Swimming
608,608,Synchronized Swimming Women's Solo,Synchronized Swimming
609,609,Synchronized Swimming Women's Team,Synchronized Swimming
610,610,Table Tennis,-
611,611,Table Tennis Men's Doubles,Table Tennis
612,612,Table Tennis Men's Singles,Table Tennis
613,613,Table Tennis Men's Team,Table Tennis
614,614,Table Tennis Women's Doubles,Table Tennis
615,615,Table Tennis Women's Singles,Table Tennis
616,616,Table Tennis Women's Team,Table Tennis
617,617,Taekwondo,-
618,618,Taekwondo Men's Featherweight,Taekwondo
619,619,Taekwondo Men's Flyweight,Taekwondo
620,620,Taekwondo Men's Heavyweight,Taekwondo
621,621,Taekwondo Men's Welterweight,Taekwondo
622,622,Taekwondo Women's Featherweight,Taekwondo
623,623,Taekwondo Women's Flyweight,Taekwondo
624,624,Taekwondo Women's Heavyweight,Taekwondo
625,625,Taekwondo Women's Welterweight,Taekwondo
626,626,Tennis,-
627,627,Tennis Men's Doubles,Tennis
628,628,"Tennis Men's Doubles, Covered Courts",Tennis
629,629,Tennis Men's Singles,Tennis
630,630,"Tennis Men's Singles, Covered Courts",Tennis
631,631,Tennis Mixed Doubles,Tennis
632,632,"Tennis Mixed Doubles, Covered Courts",Tennis
633,633,Tennis Women's Doubles,Tennis
634,634,Tennis Women's Singles,Tennis
635,635,"Tennis Women's Singles, Covered Courts",Tennis
636,636,Trampolining,-
637,637,Trampolining Men's Individual,Trampolining
638,638,Trampolining Women's Individual,Trampolining
639,639,Triathlon,-
640,640,Triathlon Men's Olympic Distance,Triathlon
641,641,Triathlon Women's Olympic Distance,Triathlon
642,642,Tug-Of-War,-
643,643,Tug-Of-War Men's Tug-Of-War,Tug-Of-War
644,644,Volleyball,-
645,645,Volleyball Men's Volleyball,Volleyball
646,646,Volleyball Women's Volleyball,Volleyball
647,647,Water Polo,-
648,648,Water Polo Men's Water Polo,Water Polo
649,649,Water Polo Women's Water Polo,Water Polo
650,650,Weightlifting,-
651,651,Weightlifting Men's All-Around Dumbbell Contest,Weightlifting
652,652,Weightlifting Men's Bantamweight,Weightlifting
653,653,Weightlifting Men's Featherweight,Weightlifting
654,654,Weightlifting Men's Flyweight,Weightlifting
655,655,Weightlifting Men's Heavyweight,Weightlifting
656,656,Weightlifting Men's Heavyweight I,Weightlifting
657,657,Weightlifting Men's Heavyweight II,Weightlifting
658,658,Weightlifting Men's Light-Heavyweight,Weightlifting
659,659,Weightlifting Men's Lightweight,Weightlifting
660,660,Weightlifting Men's Middle-Heavyweight,Weightlifting
661,661,Weightlifting Men's Middleweight,Weightlifting
662,662,Weightlifting Men's Super-Heavyweight,Weightlifting
663,663,"Weightlifting Men's Unlimited, One Hand",Weightlifting
664,664,"Weightlifting Men's Unlimited, Two Hands",Weightlifting
665,665,Weightlifting Women's Featherweight,Weightlifting
666,666,Weightlifting Women's Flyweight,Weightlifting
667,667,Weightlifting Women's Heavyweight,Weightlifting
668,668,Weightlifting Women's Light-Heavyweight,Weightlifting
669,669,Weightlifting Women's Lightweight,Weightlifting
670,670,Weightlifting Women's Middleweight,Weightlifting
671,671,Weightlifting Women's Super-Heavyweight,Weightlifting
672,672,Wrestling,-
673,673,"Wrestling Men's All-Around, Greco-Roman",Wrestling
674,674,"Wrestling Men's Bantamweight, Freestyle",Wrestling
675,675,"Wrestling Men's Bantamweight, Greco-Roman",Wrestling
676,676,"Wrestling Men's Featherweight, Freestyle",Wrestling
677,677,"Wrestling Men's Featherweight, Greco-Roman",Wrestling
678,678,"Wrestling Men's Flyweight, Freestyle",Wrestling
679,679,"Wrestling Men's Flyweight, Greco-Roman",Wrestling
680,680,"Wrestling Men's Heavyweight, Freestyle",Wrestling
681,681,"Wrestling Men's Heavyweight, Greco-Roman",Wrestling
682,682,"Wrestling Men's Light-Flyweight, Freestyle",Wrestling
683,683,"Wrestling Men's Light-Flyweight, Greco-Roman",Wrestling
684,684,"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling
685,685,"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling
686,686,"Wrestling Men's Lightweight, Freestyle",Wrestling
687,687,"Wrestling Men's Lightweight, Greco-Roman",Wrestling
688,688,"Wrestling Men's Middleweight A, Greco-Roman",Wrestling
689,689,"Wrestling Men's Middleweight B, Greco-Roman",Wrestling
690,690,"Wrestling Men's Middleweight, Freestyle",Wrestling
691,691,"Wrestling Men's Middleweight, Greco-Roman",Wrestling
692,692,"Wrestling Men's Super-Heavyweight, Freestyle",Wrestling
693,693,"Wrestling Men's Super-Heavyweight, Greco-Roman",Wrestling
694,694,"Wrestling Men's Unlimited Class, Greco-Roman",Wrestling
695,695,"Wrestling Men's Welterweight, Freestyle",Wrestling
696,696,"Wrestling Men's Welterweight, Greco-Roman",Wrestling
697,697,"Wrestling Women's Featherweight, Freestyle",Wrestling
698,698,"Wrestling Women's Flyweight, Freestyle",Wrestling
699,699,"Wrestling Women's Heavyweight, Freestyle",Wrestling
700,700,"Wrestling Women's Light-Heavyweight, Freestyle",Wrestling
701,701,"Wrestling Women's Lightweight, Freestyle",Wrestling
702,702,"Wrestling Women's Middleweight, Freestyle",Wrestling
