,IdAtleta,AnoEdicao,IdModalidade,Altura,Peso,Medalha
7166,31744,2012,9,182.0,77.0,-
7167,11389,2012,329,202.0,88.0,-
7168,35025,2012,329,201.0,87.0,-
7169,20265,2000,142,172.0,65.0,-
7170,20265,2000,143,172.0,65.0,-
7171,20265,2012,142,172.0,65.0,-
7172,20265,2012,143,172.0,65.0,-
7173,36600,2012,229,173.0,63.0,-
7174,36600,2016,229,173.0,63.0,-
7175,17928,2000,60,183.0,75.0,-
7176,22756,2008,86,175.0,69.0,-
7177,31109,2016,327,171.0,65.0,-
7178,3279,2012,210,202.0,104.0,-
7179,3279,2016,209,202.0,104.0,-
7180,28339,2016,20,186.0,83.0,-
7181,28880,2000,269,192.0,86.0,-
7182,30482,2000,45,174.0,65.0,-
7183,10977,2008,333,181.0,83.0,-
7184,770,2012,15,199.0,88.0,-
7185,770,2012,14,199.0,88.0,-
7186,770,2016,15,199.0,88.0,-
7187,770,2016,14,199.0,88.0,-
7188,5448,2008,149,168.0,72.0,-
7189,7037,2000,157,173.0,63.0,-
7190,7037,2012,157,173.0,63.0,-
7191,9373,2012,327,160.0,49.0,-
7192,9373,2016,327,160.0,49.0,-
7193,22274,2016,224,173.0,68.0,-
7194,24424,2000,38,163.0,45.0,-
7195,27081,2004,160,174.0,72.0,-
7196,27212,2012,73,180.0,81.0,-
7197,32547,2016,185,164.0,58.0,Gold
7198,28561,2000,23,203.0,90.0,-
7199,28561,2004,23,203.0,90.0,-
7200,34071,2016,27,183.0,75.0,Gold
7201,4454,2004,16,185.0,78.0,-
7202,17816,2016,224,171.0,70.0,Silver
7203,28065,2000,142,177.0,65.0,-
7204,19531,2000,323,175.0,63.0,-
7205,8628,2012,78,201.0,116.0,-
7206,29576,2000,332,180.0,77.0,-
7207,32789,2004,144,177.0,71.0,-
7208,32789,2004,145,177.0,71.0,-
7209,32789,2008,144,177.0,71.0,-
7210,32789,2008,145,177.0,71.0,-
7211,32789,2012,144,177.0,71.0,-
7212,32789,2016,144,177.0,71.0,-
7213,32789,2016,145,177.0,71.0,-
7214,9456,2016,335,155.0,56.0,-
7215,14630,2000,85,195.0,85.0,-
7216,14630,2000,84,195.0,85.0,-
7217,14716,2008,140,175.0,73.0,-
7218,14716,2008,141,175.0,73.0,-
7219,20385,2000,13,178.0,77.0,-
7220,2480,2000,266,200.0,95.0,-
7221,2480,2000,270,200.0,95.0,-
7222,2480,2008,266,200.0,95.0,-
7223,2480,2008,270,200.0,95.0,-
7224,9133,2008,283,180.0,73.0,-
7225,9133,2008,287,180.0,73.0,-
7226,9133,2008,291,180.0,73.0,Silver
7227,23563,2012,32,174.0,65.0,-
7228,23563,2016,32,174.0,65.0,-
7229,35529,2016,209,195.0,92.0,-
7230,23915,2004,347,167.0,63.0,-
7231,23915,2008,348,167.0,63.0,-
7232,3727,2004,54,180.0,75.0,-
7233,33043,2004,55,182.0,75.0,-
7234,21456,2004,213,186.0,70.0,-
7235,21456,2008,213,186.0,70.0,-
7236,2217,2016,191,191.0,125.0,-
7237,17444,2008,182,172.0,-,Gold
7238,17444,2012,182,172.0,-,Gold
7239,26616,2012,250,182.0,-,-
7240,26616,2016,251,182.0,-,-
7241,26616,2016,250,182.0,-,-
7242,22469,2004,220,176.0,72.0,-
7243,26301,2016,10,184.0,70.0,-
7244,9544,2000,277,185.0,78.0,-
7245,9544,2000,263,185.0,78.0,-
7246,9544,2000,276,185.0,78.0,-
7247,9544,2004,272,185.0,78.0,-
7248,9544,2004,277,185.0,78.0,-
7249,9544,2004,276,185.0,78.0,Bronze
7250,9544,2008,272,185.0,78.0,-
7251,9544,2008,276,185.0,78.0,-
7252,9236,2008,202,183.0,76.0,-
7253,22838,2000,177,161.0,45.0,-
7254,22838,2000,178,161.0,45.0,-
7255,22838,2000,175,161.0,45.0,-
7256,22838,2000,176,161.0,45.0,-
7257,22838,2000,179,161.0,45.0,-
7258,22838,2000,174,161.0,45.0,-
7259,18962,2008,368,158.0,48.0,-
7260,17369,2000,286,174.0,58.0,-
7261,31323,2012,88,192.0,92.0,-
7262,31323,2012,87,192.0,92.0,Gold
7263,31323,2016,87,192.0,92.0,Gold
7264,31323,2016,84,192.0,92.0,Gold
7265,107,2008,190,180.0,81.0,-
7266,25813,2008,15,175.0,70.0,-
7267,25813,2012,15,175.0,70.0,-
7268,25813,2016,11,175.0,70.0,-
7269,25813,2016,15,175.0,70.0,-
7270,27283,2004,160,172.0,60.0,-
7271,16191,2000,65,193.0,88.0,-
7272,16191,2004,65,193.0,88.0,-
7273,3719,2008,177,154.0,43.0,-
7274,3719,2008,178,154.0,43.0,-
7275,3719,2008,175,154.0,43.0,-
7276,3719,2008,179,154.0,43.0,-
7277,3719,2008,174,154.0,43.0,-
7278,3719,2012,177,154.0,43.0,-
7279,3719,2012,178,154.0,43.0,-
7280,3719,2012,175,154.0,43.0,-
7281,3719,2012,179,154.0,43.0,-
7282,3719,2012,174,154.0,43.0,-
7283,23807,2000,184,182.0,79.0,Bronze
7284,23807,2004,184,182.0,79.0,Gold
7285,31268,2004,214,193.0,89.0,-
7286,31268,2008,211,193.0,89.0,Gold
7287,31268,2012,211,193.0,89.0,-
7288,20197,2012,128,168.0,63.0,-
7289,20197,2016,126,168.0,63.0,-
7290,20197,2016,121,168.0,63.0,-
7291,4942,2008,160,187.0,88.0,Bronze
7292,4183,2000,111,188.0,79.0,-
7293,4183,2004,111,188.0,79.0,Bronze
7294,4183,2008,111,188.0,79.0,-
7295,18561,2016,253,158.0,52.0,-
7296,18561,2016,258,158.0,52.0,-
7297,23267,2012,114,182.0,68.0,-
7298,22526,2000,160,176.0,76.0,-
7299,20117,2008,161,175.0,60.0,Bronze
7300,29221,2012,160,182.0,70.0,-
7301,5611,2000,111,175.0,66.0,-
7302,5611,2004,111,175.0,66.0,-
7303,16910,2012,123,167.0,53.0,Gold
7304,20737,2012,106,176.0,82.0,-
7305,20737,2016,106,176.0,82.0,-
7306,2313,2016,169,167.0,60.0,-
7307,2313,2016,173,167.0,60.0,-
7308,2313,2016,166,167.0,60.0,-
7309,2313,2016,170,167.0,60.0,-
7310,2313,2016,167,167.0,60.0,-
7311,2313,2016,172,167.0,60.0,-
7312,2313,2016,171,167.0,60.0,-
7313,9350,2000,330,182.0,79.0,-
7314,30088,2000,290,171.0,59.0,-
7315,12035,2004,38,168.0,63.0,-
7316,31657,2008,267,192.0,80.0,-
7317,31657,2008,275,192.0,80.0,-
7318,29405,2000,147,185.0,91.0,-
7319,29405,2000,148,185.0,91.0,-
7320,22334,2016,177,162.0,52.0,-
7321,22334,2016,178,162.0,52.0,-
7322,22334,2016,175,162.0,52.0,-
7323,22334,2016,179,162.0,52.0,-
7324,22334,2016,174,162.0,52.0,-
7325,8149,2004,15,185.0,81.0,Bronze
7326,8149,2004,14,185.0,81.0,Gold
7327,2241,2016,238,163.0,62.0,-
7328,7597,2016,332,180.0,97.0,-
7329,8798,2008,332,194.0,92.0,-
7330,8798,2012,332,194.0,92.0,-
7331,8798,2016,332,194.0,92.0,-
7332,24906,2016,161,170.0,58.0,-
7333,32047,2000,327,168.0,58.0,-
7334,34202,2004,60,195.0,98.0,Silver
7335,20442,2008,195,168.0,78.0,-
7336,34155,2016,193,186.0,90.0,-
7337,29406,2004,249,178.0,76.0,-
7338,29406,2012,249,178.0,76.0,-
7339,22568,2008,160,179.0,80.0,-
7340,8129,2004,3,168.0,62.0,-
7341,8129,2004,4,168.0,62.0,-
7342,11377,2004,210,200.0,97.0,-
7343,11377,2008,210,200.0,97.0,Bronze
7344,11377,2016,214,200.0,97.0,-
7345,34141,2008,184,172.0,71.0,-
7346,34141,2012,184,172.0,71.0,-
7347,34141,2016,184,172.0,71.0,Silver
7348,33024,2016,140,169.0,55.0,-
7349,33024,2016,141,169.0,55.0,-
7350,35480,2000,52,178.0,57.0,-
7351,15693,2012,100,182.0,76.0,-
7352,18197,2000,182,165.0,63.0,-
7353,4401,2000,326,182.0,74.0,-
7354,33725,2008,185,174.0,71.0,-
7355,33725,2012,185,174.0,71.0,-
7356,720,2008,279,-,-,-
7357,30010,2000,75,170.0,64.0,-
7358,30010,2004,75,170.0,64.0,-
7359,23356,2016,151,178.0,83.0,-
7360,14679,2000,140,186.0,73.0,-
7361,14679,2000,141,186.0,73.0,-
7362,14679,2004,140,186.0,73.0,-
7363,14679,2004,141,186.0,73.0,-
7364,14679,2008,140,186.0,73.0,-
7365,14679,2008,141,186.0,73.0,-
7366,16991,2008,65,186.0,85.0,-
7367,16991,2012,65,186.0,85.0,Gold
7368,2835,2008,177,152.0,39.0,-
7369,2835,2008,178,152.0,39.0,-
7370,2835,2008,179,152.0,39.0,-
7371,6386,2008,256,171.0,63.0,Bronze
7372,6386,2012,256,171.0,63.0,-
7373,6386,2016,256,171.0,63.0,-
7374,14413,2000,184,182.0,75.0,Gold
7375,32301,2000,274,187.0,83.0,-
7376,32301,2000,275,187.0,83.0,-
7377,7714,2004,24,185.0,95.0,-
7378,4528,2004,271,186.0,72.0,-
7379,19629,2008,3,169.0,52.0,-
7380,19629,2012,3,169.0,52.0,-
7381,19629,2016,3,169.0,52.0,-
7382,21706,2008,42,167.0,57.0,-
7383,11949,2008,276,188.0,80.0,Bronze
7384,26648,2000,27,198.0,96.0,-
7385,26648,2004,27,198.0,96.0,-
7386,32737,2016,25,183.0,72.0,-
7387,19401,2016,210,187.0,94.0,Silver
7388,23195,2012,212,186.0,70.0,Gold
7389,10571,2008,36,159.0,46.0,-
7390,10571,2012,41,159.0,46.0,-
7391,10571,2012,31,159.0,46.0,-
7392,10571,2016,49,159.0,46.0,-
7393,19344,2004,254,158.0,55.0,-
7394,19344,2004,257,158.0,55.0,-
7395,19344,2008,254,158.0,55.0,-
7396,19344,2008,257,158.0,55.0,-
7397,19344,2012,254,158.0,55.0,-
7398,19344,2012,257,158.0,55.0,-
7399,19344,2016,257,158.0,55.0,-
7400,7308,2004,69,170.0,57.0,-
7401,15999,2000,8,182.0,71.0,-
7402,15999,2000,11,182.0,71.0,-
7403,15999,2000,13,182.0,71.0,-
7404,15999,2004,11,182.0,71.0,-
7405,14223,2000,44,170.0,82.0,-
7406,14223,2004,44,170.0,82.0,-
7407,14223,2008,44,170.0,82.0,-
7408,31043,2016,290,177.0,64.0,-
7409,5061,2012,135,163.0,52.0,Silver
7410,37589,2016,182,184.0,73.0,-
7411,22111,2004,288,174.0,62.0,-
7412,22111,2004,292,174.0,62.0,-
7413,19356,2000,114,180.0,68.0,-
7414,19356,2004,114,180.0,68.0,-
7415,1677,2016,140,168.0,59.0,-
7416,1677,2016,141,168.0,59.0,Bronze
7417,5243,2000,78,185.0,101.0,-
7418,24464,2000,37,159.0,60.0,-
7419,26018,2016,160,194.0,88.0,-
7420,15362,2008,160,183.0,82.0,-
7421,26494,2008,94,183.0,90.0,Bronze
7422,26494,2012,94,183.0,90.0,-
7423,2860,2012,185,169.0,60.0,-
7424,14618,2016,66,172.0,65.0,-
7425,11961,2016,142,180.0,50.0,-
7426,19659,2008,274,187.0,84.0,Bronze
7427,19659,2008,276,187.0,84.0,Bronze
7428,19659,2008,273,187.0,84.0,-
7429,7297,2012,251,180.0,100.0,-
7430,7297,2012,250,180.0,100.0,-
7431,7297,2016,251,180.0,100.0,-
7432,7297,2016,250,180.0,100.0,-
7433,17450,2008,211,205.0,104.0,-
7434,2717,2004,126,162.0,52.0,-
7435,34308,2004,17,180.0,68.0,-
7436,30375,2016,62,201.0,93.0,-
7437,14684,2004,208,199.0,97.0,-
7438,25236,2012,45,171.0,62.0,-
7439,25236,2016,45,171.0,62.0,-
7440,24011,2000,63,186.0,80.0,Silver
7441,753,2016,184,183.0,76.0,-
7442,17923,2000,13,179.0,77.0,Gold
7443,9697,2016,245,181.0,73.0,-
7444,12724,2016,245,181.0,80.0,-
7445,15072,2012,252,179.0,91.0,-
7446,28025,2000,236,193.0,114.0,-
7447,28025,2004,230,193.0,114.0,-
7448,34736,2016,8,175.0,70.0,-
7449,34736,2016,13,175.0,70.0,-
7450,35439,2016,271,194.0,87.0,-
7451,30831,2000,63,170.0,62.0,Silver
7452,30831,2004,63,170.0,62.0,Silver
7453,24854,2000,237,168.0,66.0,-
7454,24854,2004,237,168.0,66.0,-
7455,267,2000,214,201.0,94.0,-
7456,267,2004,214,201.0,94.0,-
7457,29955,2000,114,187.0,74.0,-
7458,29955,2008,114,187.0,74.0,-
7459,11685,2004,126,160.0,54.0,-
7460,11685,2012,126,160.0,54.0,-
7461,11685,2016,126,160.0,54.0,-
7462,4337,2004,333,176.0,75.0,-
7463,4869,2004,332,198.0,111.0,-
7464,4869,2008,332,198.0,111.0,Silver
7465,6490,2016,169,173.0,75.0,-
7466,6490,2016,173,173.0,75.0,-
7467,6490,2016,166,173.0,75.0,-
7468,6490,2016,170,173.0,75.0,-
7469,6490,2016,167,173.0,75.0,-
7470,6490,2016,172,173.0,75.0,-
7471,6490,2016,171,173.0,75.0,-
7472,11198,2004,184,173.0,69.0,-
7473,11198,2008,184,173.0,69.0,-
7474,14406,2008,140,175.0,66.0,-
7475,14406,2008,141,175.0,66.0,-
7476,14406,2012,140,175.0,66.0,-
7477,14406,2012,141,175.0,66.0,-
7478,19094,2012,21,198.0,123.0,-
7479,31903,2008,37,168.0,55.0,-
7480,34245,2012,51,183.0,109.0,-
7481,34729,2004,184,186.0,79.0,Gold
7482,34729,2008,184,186.0,79.0,Bronze
7483,18780,2012,140,168.0,54.0,-
7484,18780,2012,141,168.0,54.0,Silver
7485,18780,2016,140,168.0,54.0,Bronze
7486,18780,2016,141,168.0,54.0,Gold
7487,1225,2004,160,183.0,70.0,-
7488,18714,2008,279,186.0,70.0,-
7489,18714,2012,279,186.0,70.0,-
7490,5120,2004,142,170.0,69.0,-
7491,5120,2004,143,170.0,69.0,-
7492,16911,2016,140,157.0,48.0,-
7493,11255,2016,224,174.0,70.0,Silver
7494,1262,2016,65,198.0,88.0,Bronze
7495,5535,2000,240,182.0,63.0,-
7496,5535,2004,237,182.0,63.0,-
7497,5535,2008,232,182.0,63.0,-
7498,23264,2004,184,185.0,81.0,Silver
7499,23264,2008,184,185.0,81.0,-
7500,30041,2004,184,177.0,75.0,Silver
7501,30041,2008,184,177.0,75.0,-
7502,34677,2008,249,175.0,-,Silver
7503,34677,2012,249,175.0,-,-
7504,11,2012,11,198.0,79.0,-
7505,11,2016,8,198.0,79.0,-
7506,11,2016,11,198.0,79.0,-
7507,11,2016,13,198.0,79.0,Bronze
7508,182,2016,224,176.0,71.0,-
7509,280,2008,274,196.0,95.0,-
7510,280,2012,279,196.0,95.0,-
7511,280,2012,268,196.0,95.0,-
7512,280,2012,275,196.0,95.0,-
7513,1550,2016,39,165.0,57.0,-
7514,1550,2016,38,165.0,57.0,-
7515,2476,2004,229,174.0,61.0,-
7516,5733,2012,295,168.0,71.0,-
7517,6491,2000,15,178.0,75.0,-
7518,6491,2000,14,178.0,75.0,Bronze
7519,6491,2004,15,178.0,75.0,-
7520,6491,2004,14,178.0,75.0,-
7521,6491,2008,15,178.0,75.0,-
7522,6491,2008,14,178.0,75.0,Silver
7523,6491,2012,15,178.0,75.0,-
7524,6491,2012,14,178.0,75.0,Gold
7525,6491,2016,15,178.0,75.0,-
7526,6491,2016,14,178.0,75.0,Bronze
7527,6596,2008,185,174.0,70.0,-
7528,6800,2016,193,183.0,91.0,-
7529,6913,2004,311,182.0,82.0,-
7530,7173,2000,341,178.0,76.0,-
7531,7612,2004,13,179.0,85.0,-
7532,7612,2008,8,179.0,85.0,-
7533,8187,2016,272,188.0,80.0,-
7534,8187,2016,277,188.0,80.0,-
7535,8187,2016,276,188.0,80.0,-
7536,8187,2016,275,188.0,80.0,-
7537,8846,2016,318,196.0,78.0,-
7538,10902,2004,234,183.0,76.0,-
7539,11921,2000,116,177.0,75.0,-
7540,11921,2004,116,177.0,75.0,Gold
7541,11921,2004,110,177.0,75.0,Gold
7542,11921,2008,116,177.0,75.0,-
7543,15349,2012,208,198.0,106.0,Silver
7544,15785,2000,261,174.0,72.0,Bronze
7545,16155,2000,26,175.0,57.0,-
7546,16155,2004,26,175.0,57.0,-
7547,3713,2016,8,182.0,85.0,-
7548,18166,2008,184,172.0,72.0,Bronze
7549,18972,2016,223,182.0,92.0,Bronze
7550,19230,2016,128,167.0,61.0,Bronze
7551,21049,2016,3,178.0,75.0,-
7552,21258,2000,330,187.0,80.0,-
7553,23193,2008,60,182.0,93.0,Bronze
7554,23758,2004,270,185.0,87.0,-
7555,23758,2004,275,185.0,87.0,-
7556,23758,2008,266,185.0,87.0,-
7557,23758,2008,270,185.0,87.0,-
7558,23758,2008,275,185.0,87.0,-
7559,29098,2000,286,177.0,62.0,-
7560,31743,2004,37,168.0,63.0,-
7561,32885,2000,9,188.0,87.0,-
7562,32951,2008,189,169.0,66.0,-
7563,33424,2012,40,175.0,64.0,-
7564,34724,2000,111,183.0,74.0,-
7565,34747,2004,302,170.0,67.0,-
7566,34747,2004,301,170.0,67.0,-
7567,35390,2012,333,183.0,76.0,Bronze
7568,36135,2016,243,170.0,61.0,-
7569,36135,2016,246,170.0,61.0,-
7570,32862,2004,43,193.0,100.0,-
7571,32862,2008,43,193.0,100.0,Gold
7572,32862,2012,43,193.0,100.0,-
7573,7257,2004,7,178.0,66.0,-
7574,7257,2004,26,178.0,66.0,-
7575,21844,2012,73,188.0,81.0,-
7576,24355,2000,19,170.0,60.0,-
7577,28303,2000,11,175.0,71.0,-
7578,28303,2000,13,175.0,71.0,-
7579,28303,2004,8,175.0,71.0,-
7580,28303,2004,13,175.0,71.0,-
7581,28303,2008,8,175.0,71.0,-
7582,28303,2008,13,175.0,71.0,-
7583,1636,2008,326,184.0,70.0,-
7584,1636,2012,326,184.0,70.0,Gold
7585,1636,2016,326,184.0,70.0,Gold
7586,16122,2012,326,181.0,70.0,Bronze
7587,16122,2016,326,181.0,70.0,Silver
7588,31246,2000,209,197.0,96.0,-
7589,15164,2004,333,168.0,62.0,-
7590,13613,2016,181,196.0,109.0,-
7591,34563,2004,114,175.0,65.0,-
7592,22922,2012,57,182.0,75.0,-
7593,5574,2004,286,172.0,67.0,-
7594,20601,2016,17,183.0,69.0,-
7595,37062,2000,279,193.0,90.0,-
7596,37062,2000,268,193.0,90.0,-
7597,37062,2000,274,193.0,90.0,-
7598,37062,2000,275,193.0,90.0,-
7599,20198,2004,177,157.0,48.0,-
7600,20198,2004,175,157.0,48.0,-
7601,20198,2004,176,157.0,48.0,-
7602,20198,2004,179,157.0,48.0,-
7603,20198,2004,174,157.0,48.0,-
7604,25633,2008,237,174.0,69.0,-
7605,25633,2012,237,174.0,69.0,-
7606,25633,2016,232,174.0,69.0,-
7607,32157,2000,229,177.0,66.0,-
7608,32157,2004,229,177.0,66.0,-
7609,11530,2004,142,191.0,80.0,-
7610,11530,2004,143,191.0,80.0,-
7611,14242,2000,18,176.0,61.0,-
7612,14242,2004,10,176.0,61.0,Gold
7613,14242,2008,10,176.0,61.0,-
7614,9635,2000,90,192.0,82.0,-
7615,3154,2012,292,183.0,69.0,-
7616,3154,2016,288,183.0,69.0,-
7617,3154,2016,292,183.0,69.0,-
7618,3154,2016,291,183.0,69.0,-
7619,6260,2000,56,190.0,80.0,-
7620,6260,2004,56,190.0,80.0,-
7621,20479,2000,57,167.0,68.0,-
7622,20479,2004,56,167.0,68.0,-
7623,20479,2004,57,167.0,68.0,-
7624,12855,2016,8,179.0,72.0,-
7625,20953,2000,194,150.0,48.0,Silver
7626,20953,2004,194,150.0,48.0,-
7627,9920,2016,48,167.0,58.0,-
7628,23132,2004,181,190.0,85.0,-
7629,602,2008,63,191.0,90.0,-
7630,18822,2012,213,175.0,70.0,-
7631,18822,2016,213,175.0,70.0,Bronze
7632,5109,2012,161,178.0,65.0,-
7633,5109,2016,161,178.0,65.0,-
7634,24270,2008,209,186.0,85.0,-
7635,24270,2012,209,186.0,85.0,-
7636,15231,2000,261,167.0,74.0,Gold
7637,5572,2000,102,175.0,70.0,Silver
7638,5572,2000,99,175.0,70.0,-
7639,5572,2004,102,175.0,70.0,Bronze
7640,5572,2004,99,175.0,70.0,-
7641,21431,2016,155,165.0,55.0,-
7642,21431,2016,156,165.0,55.0,-
7643,21457,2012,184,179.0,79.0,-
7644,21457,2016,184,179.0,79.0,Gold
7645,29712,2000,41,170.0,58.0,-
7646,12108,2000,116,193.0,85.0,-
7647,21522,2000,299,167.0,48.0,-
7648,10735,2000,234,176.0,70.0,-
7649,10735,2004,230,176.0,70.0,-
7650,11063,2000,234,180.0,78.0,-
7651,28681,2016,280,170.0,59.0,Silver
7652,5115,2008,329,190.0,76.0,Silver
7653,5115,2012,329,190.0,76.0,Silver
7654,5115,2016,329,190.0,76.0,Gold
7655,26197,2004,202,191.0,79.0,-
7656,15852,2004,68,171.0,54.0,-
7657,5829,2000,48,168.0,58.0,-
7658,21112,2004,298,164.0,48.0,-
7659,21112,2008,298,164.0,48.0,-
7660,23917,2000,125,167.0,56.0,-
7661,10346,2016,26,185.0,66.0,-
7662,10736,2004,243,170.0,65.0,-
7663,10736,2004,246,170.0,65.0,-
7664,10736,2008,246,170.0,65.0,-
7665,10736,2012,243,170.0,65.0,-
7666,10736,2012,246,170.0,65.0,-
7667,17070,2012,283,174.0,63.0,-
7668,17070,2012,291,174.0,63.0,-
7669,21974,2016,299,160.0,54.0,-
7670,26115,2012,329,187.0,85.0,-
7671,26115,2016,329,187.0,85.0,-
7672,18559,2012,317,193.0,89.0,-
7673,33652,2000,63,180.0,70.0,-
7674,33652,2004,63,180.0,70.0,-
7675,19231,2000,66,173.0,62.0,-
7676,22963,2008,114,182.0,70.0,-
7677,22963,2008,108,182.0,70.0,-
7678,14964,2004,184,174.0,78.0,-
7679,26868,2000,298,169.0,55.0,Gold
7680,26868,2000,299,169.0,55.0,Gold
7681,26868,2004,299,169.0,55.0,Gold
7682,26108,2016,62,200.0,84.0,-
7683,5242,2004,62,188.0,83.0,-
7684,5242,2008,62,188.0,83.0,-
7685,15853,2004,191,183.0,133.5,-
7686,15853,2008,191,183.0,133.5,-
7687,18568,2008,181,180.0,90.0,-
7688,34897,2000,18,173.0,67.0,-
7689,26109,2016,223,169.0,76.0,-
7690,29616,2004,317,193.0,92.0,-
7691,29616,2008,317,193.0,92.0,Bronze
7692,29616,2012,319,193.0,92.0,-
7693,29616,2012,317,193.0,92.0,Gold
7694,23777,2004,317,191.0,87.0,-
7695,23777,2008,317,191.0,87.0,Bronze
7696,23777,2012,319,191.0,87.0,Bronze
7697,23777,2012,317,191.0,87.0,Gold
7698,1117,2016,279,192.0,82.0,-
7699,17363,2000,198,185.0,109.0,-
7700,17363,2004,198,185.0,109.0,-
7701,17363,2008,198,185.0,109.0,-
7702,17363,2012,198,185.0,109.0,Bronze
7703,17803,2008,138,160.0,61.0,-
7704,17803,2012,138,160.0,61.0,Silver
7705,18585,2008,62,198.0,100.0,Gold
7706,18585,2012,62,198.0,100.0,Gold
7707,26703,2012,251,189.0,-,-
7708,26703,2016,244,189.0,-,-
7709,26703,2016,251,189.0,-,-
7710,26703,2016,250,189.0,-,-
7711,913,2008,326,184.0,79.0,-
7712,913,2012,326,184.0,79.0,-
7713,913,2016,326,184.0,79.0,-
7714,26804,2000,147,176.0,74.0,-
7715,26804,2000,148,176.0,74.0,-
7716,36894,2012,35,173.0,63.0,-
7717,36894,2012,37,173.0,63.0,Bronze
7718,36894,2016,35,173.0,63.0,-
7719,36894,2016,37,173.0,63.0,-
7720,21755,2008,208,194.0,98.0,-
7721,21755,2012,208,194.0,98.0,-
7722,21755,2016,208,194.0,98.0,-
7723,27641,2008,208,195.0,77.0,-
7724,27749,2008,126,163.0,56.0,-
7725,21018,2016,277,185.0,79.0,-
7726,21018,2016,276,185.0,79.0,-
7727,24855,2016,66,173.0,62.0,-
7728,28372,2012,111,174.0,64.0,-
7729,3724,2008,216,176.0,75.0,-
7730,3724,2012,216,176.0,75.0,Silver
7731,3635,2008,18,174.0,67.0,-
7732,3635,2016,10,174.0,67.0,-
7733,18856,2004,361,171.0,74.0,-
7734,18856,2008,361,171.0,74.0,-
7735,17285,2000,182,178.0,71.0,Gold
7736,17285,2004,182,178.0,71.0,Gold
7737,5171,2000,253,156.0,46.0,-
7738,5171,2000,258,156.0,46.0,-
7739,5172,2008,60,180.0,86.0,-
7740,23064,2012,282,171.0,56.0,-
7741,23064,2016,288,171.0,56.0,-
7742,17769,2012,226,181.0,82.0,-
7743,17769,2016,226,181.0,82.0,-
7744,4309,2016,355,172.0,97.0,-
7745,16559,2016,73,185.0,81.0,Bronze
7746,35574,2004,144,170.0,70.0,-
7747,2325,2012,19,178.0,65.0,-
7748,2325,2016,19,178.0,65.0,-
7749,23037,2016,23,197.0,78.0,-
7750,31651,2000,27,183.0,80.0,-
7751,33355,2000,126,169.0,60.0,-
7752,33355,2004,126,169.0,60.0,-
7753,35642,2004,244,169.0,70.0,-
7754,35642,2004,251,169.0,70.0,-
7755,35642,2008,244,169.0,70.0,-
7756,35642,2008,251,169.0,70.0,-
7757,35642,2012,244,169.0,70.0,-
7758,35642,2012,251,169.0,70.0,-
7759,35642,2016,244,169.0,70.0,-
7760,35642,2016,250,169.0,70.0,-
7761,35637,2004,188,192.0,99.0,-
7762,4801,2004,12,176.0,62.0,-
7763,4801,2008,12,176.0,62.0,-
7764,17029,2000,277,180.0,74.0,-
7765,14555,2004,60,181.0,85.0,-
7766,14243,2008,15,180.0,80.0,-
7767,365,2000,209,199.0,97.0,-
7768,9344,2016,182,178.0,70.0,-
7769,28373,2004,208,191.0,85.0,-
7770,5573,2012,119,165.0,68.0,-
7771,5573,2016,119,165.0,68.0,-
7772,15949,2000,187,164.0,64.0,-
7773,17112,2016,161,170.0,65.0,Bronze
7774,30263,2016,128,170.0,63.0,-
7775,31412,2016,42,167.0,57.0,-
7776,2183,2000,19,186.0,78.0,-
7777,2183,2000,14,186.0,78.0,-
7778,2183,2004,19,186.0,78.0,-
7779,29279,2004,362,180.0,74.0,-
7780,28881,2012,249,183.0,72.0,-
7781,28881,2016,249,183.0,72.0,-
7782,23773,2000,26,190.0,72.0,-
7783,23773,2004,26,190.0,72.0,-
7784,26056,2008,50,162.0,54.0,-
7785,26056,2012,50,162.0,54.0,-
7786,26056,2016,50,162.0,54.0,-
7787,23263,2016,109,188.0,90.0,Silver
7788,23263,2016,117,188.0,90.0,-
7789,9488,2016,114,181.0,61.0,-
7790,3375,2008,336,161.0,62.0,-
7791,28374,2004,27,183.0,80.0,-
7792,25943,2004,27,185.0,77.5,-
7793,5880,2016,226,188.0,82.0,-
7794,24027,2000,199,157.0,57.0,-
7795,5072,2012,210,196.0,98.0,-
7796,33010,2000,8,172.0,70.0,-
7797,33010,2000,11,172.0,70.0,-
7798,33010,2000,13,172.0,70.0,-
7799,33010,2004,11,172.0,70.0,-
7800,33010,2008,11,172.0,70.0,-
7801,8010,2000,160,170.0,80.0,-
7802,22595,2008,16,191.0,79.0,-
7803,23087,2000,60,186.0,86.0,-
7804,12469,2016,333,177.0,75.0,-
7805,37978,2012,30,168.0,50.0,-
7806,37978,2016,30,168.0,50.0,-
7807,31845,2012,332,196.0,105.0,-
7808,366,2008,169,170.0,65.0,-
7809,366,2008,173,170.0,65.0,-
7810,366,2008,166,170.0,65.0,-
7811,366,2008,170,170.0,65.0,-
7812,366,2008,167,170.0,65.0,-
7813,366,2008,172,170.0,65.0,-
7814,366,2008,171,170.0,65.0,-
7815,30092,2016,254,174.0,66.0,-
7816,30092,2016,257,174.0,66.0,-
7817,3841,2000,85,180.0,78.0,-
7818,3841,2000,84,180.0,78.0,-
7819,3841,2004,85,180.0,78.0,-
7820,33561,2000,85,175.0,72.0,-
7821,33561,2000,84,175.0,72.0,-
